LP DATA SYSTEM SID HUMAN
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 765 -0.135927052537703
lv-en newstest2017 jhu-pbmt.4980 852 0.759117825857056
lv-en newstest2017 jhu-pbmt.4980 867 -0.307026150969779
lv-en newstest2017 online-A.0 873 -0.738548677562999
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 879 -0.242055807170507
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 931 0.331598087240437
lv-en newstest2017 jhu-pbmt.4980 959 0.408500456126872
lv-en newstest2017 online-A.0 967 0.136167046876629
lv-en newstest2017 C-3MA.5067 984 -0.222337587292865
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1016 0.245535244751135
lv-en newstest2017 online-B.0 1019 0.675641305132494
lv-en newstest2017 online-B.0 1020 0.478055706869762
lv-en newstest2017 Hunter-MT.5092 1024 0.894388569858973
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1047 0.724624239043577
lv-en newstest2017 online-B.0 1055 0.557636480803068
lv-en newstest2017 uedin-nmt.5017 1134 -0.676415744256558
lv-en newstest2017 PJATK.4740 1145 0.926967707075887
lv-en newstest2017 PJATK.4740 1162 -1.00531298547983
lv-en newstest2017 uedin-nmt.5017 1172 0.937760346280493
lv-en newstest2017 online-A.0 1202 -1.22077499641343
lv-en newstest2017 PJATK.4740 1240 -1.41361569917956
lv-en newstest2017 jhu-pbmt.4980 1268 0.572733775416662
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1282 -0.365284624737839
lv-en newstest2017 online-A.0 1289 -0.612345377323684
lv-en newstest2017 C-3MA.5067 1314 -0.767001168728479
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1318 -0.586469038441446
lv-en newstest2017 C-3MA.5067 1329 -0.286916976386575
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1347 -0.109726692935292
lv-en newstest2017 PJATK.4740 1347 0.211822946341817
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1355 0.276824789602884
lv-en newstest2017 C-3MA.5067 1356 -0.0188460450763779
lv-en newstest2017 uedin-nmt.5017 1360 0.538654985658416
lv-en newstest2017 uedin-nmt.5017 1431 -1.50784457623845
lv-en newstest2017 uedin-nmt.5017 1475 0.137290270648462
lv-en newstest2017 Hunter-MT.5092 1497 -0.313699456970274
lv-en newstest2017 jhu-pbmt.4980+PJATK.4740 1530 0.509167562188814
lv-en newstest2017 jhu-pbmt.4980 1542 -0.143270461888461
lv-en newstest2017 jhu-pbmt.4980 1579 -0.911127697766754
lv-en newstest2017 C-3MA.5067 1617 0.118228245061245
lv-en newstest2017 Hunter-MT.5092 1668 0.646561929938797
lv-en newstest2017 uedin-nmt.5017 1770 0.465825739969043
lv-en newstest2017 online-A.0 1804 0.215467585996939
lv-en newstest2017 PJATK.4740 1832 -0.486821322437121
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1833 0.881193410321444
lv-en newstest2017 PJATK.4740 1844 -0.0757947419100707
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1956 0.9516292810897
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1986 0.159125111352075
lv-en newstest2017 Hunter-MT.5092 1998 -0.229625969093751
lv-en newstest2017 online-A.0 5 0.812992714039352
lv-en newstest2017 uedin-nmt.5017 9 0.264518866685779
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 76 0.176486011647412
lv-en newstest2017 online-A.0 78 0.489915296265605
lv-en newstest2017 uedin-nmt.5017 132 -0.729630216340769
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 146 0.57191224207082
lv-en newstest2017 online-A.0 207 -0.106769082353293
lv-en newstest2017 PJATK.4740 228 -0.912347457683441
lv-en newstest2017 Hunter-MT.5092 259 -0.733201304039761
lv-en newstest2017 PJATK.4740 299 -0.0436657765887255
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 308 0.153617569860059
lv-en newstest2017 online-B.0 330 0.676727500077276
lv-en newstest2017 PJATK.4740 335 -0.166711411660466
lv-en newstest2017 online-B.0 402 -0.484914134057779
lv-en newstest2017 C-3MA.5067 409 -0.38928915665088
lv-en newstest2017 PJATK.4740 413 0.481626183294944
lv-en newstest2017 jhu-pbmt.4980 439 -0.421072845127036
lv-en newstest2017 online-B.0 462 0.24557098997094
lv-en newstest2017 C-3MA.5067 468 -0.102167462592376
lv-en newstest2017 online-B.0 568 -0.101647070254336
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 603 0.548782095261989
lv-en newstest2017 online-A.0 663 -0.465532571574647
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 667 0.564897239874424
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 707 0.330089434735703
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 708 0.742301750567258
lv-en newstest2017 uedin-nmt.5017 720 -0.133372076557442
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 747 -0.776005323953288
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 751 -0.128183852836881
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 753 0.503723845365568
lv-en newstest2017 online-B.0 753 0.528336316771481
lv-en newstest2017 online-B.0 768 0.609093723927343
lv-en newstest2017 online-B.0 794 0.477266877787274
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 818 0.630448068928467
lv-en newstest2017 online-B.0 833 -1.26221922093917
lv-en newstest2017 C-3MA.5067 888 -0.492351556918831
lv-en newstest2017 Hunter-MT.5092 906 -0.570531553613379
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 922 1.44024482634091
lv-en newstest2017 Hunter-MT.5092 930 -0.474364723063209
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 932 0.333127726354192
lv-en newstest2017 online-B.0 945 0.923448406391525
lv-en newstest2017 PJATK.4740 971 -1.3501409011235
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 978 0.235737589901852
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1001 0.540345621285664
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1003 0.442154770388741
lv-en newstest2017 Hunter-MT.5092 1059 -0.812346671581289
lv-en newstest2017 uedin-nmt.5017+C-3MA.5067 1107 0.859525782412501
lv-en newstest2017 uedin-nmt.5017 1110 -0.443402604443193
lv-en newstest2017 online-A.0 1196 -0.578326614156257
lv-en newstest2017 online-B.0+tilde-nc-nmt-smt-hybrid.5050+C-3MA.5067 1199 -0.601912994787333
lv-en newstest2017 jhu-pbmt.4980 1298 0.621707019527045
lv-en newstest2017 online-B.0 1329 -0.0724743930188725
lv-en newstest2017 online-A.0 1344 -0.126221011145467
lv-en newstest2017 C-3MA.5067 1346 -0.143999278105954
lv-en newstest2017 Hunter-MT.5092 1405 0.0655138159202352
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1408 -0.905524181622688
lv-en newstest2017 C-3MA.5067 1524 -0.303183104378354
lv-en newstest2017 jhu-pbmt.4980 1534 -0.349922740818312
lv-en newstest2017 PJATK.4740 1541 -1.02787950862845
lv-en newstest2017 online-B.0 1674 -0.829488655335382
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1697 0.510839578363656
lv-en newstest2017 C-3MA.5067 1775 -0.542945486775817
lv-en newstest2017 uedin-nmt.5017 1777 -0.209709588661055
lv-en newstest2017 jhu-pbmt.4980 1817 -0.0141542782493146
lv-en newstest2017 C-3MA.5067 1821 0.459173994867652
lv-en newstest2017 Hunter-MT.5092 1885 0.431873874720547
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1907 0.349333050587908
lv-en newstest2017 online-A.0 1909 0.0252501359417986
lv-en newstest2017 online-A.0 1964 0.972124901001901
lv-en newstest2017 Hunter-MT.5092 1978 0.326104837174413
lv-en newstest2017 C-3MA.5067 1996 -1.12594227091874
lv-en newstest2017 Hunter-MT.5092 8 0.892398420206657
lv-en newstest2017 PJATK.4740 29 -0.6203341951979
lv-en newstest2017 online-B.0 46 -0.0320701868652427
lv-en newstest2017 C-3MA.5067 73 0.719850211793127
lv-en newstest2017 online-A.0 120 0.658030673206381
lv-en newstest2017 PJATK.4740 199 -0.34596684436332
lv-en newstest2017 online-B.0 205 -0.172421350771118
lv-en newstest2017 C-3MA.5067 289 -0.0763078674588867
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 307 0.615388826322533
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 308 0.678294133314309
lv-en newstest2017 C-3MA.5067 315 -0.687810486853826
lv-en newstest2017 online-A.0 326 0.384921437037963
lv-en newstest2017 online-B.0 339 0.465049947654039
lv-en newstest2017 online-B.0 375 0.227585914772034
lv-en newstest2017 uedin-nmt.5017 421 -0.143875603071312
lv-en newstest2017 jhu-pbmt.4980 445 -0.865957207631025
lv-en newstest2017 uedin-nmt.5017 458 0.739318705541322
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 482 0.93293785299353
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 544 0.0886215649486102
lv-en newstest2017 jhu-pbmt.4980 658 -0.0788185125622288
lv-en newstest2017 online-A.0 666 -0.208121099885993
lv-en newstest2017 online-B.0 666 0.589860448603448
lv-en newstest2017 C-3MA.5067 686 -1.04796793675315
lv-en newstest2017 PJATK.4740 714 -0.8864179297041
lv-en newstest2017 PJATK.4740 719 0.12987978997929
lv-en newstest2017 Hunter-MT.5092 745 -0.572254670473162
lv-en newstest2017 PJATK.4740 768 0.240564561070679
lv-en newstest2017 online-A.0 799 -0.622096443043427
lv-en newstest2017 jhu-pbmt.4980 807 -0.339503293418346
lv-en newstest2017 online-B.0 821 0.677506210046219
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 821 0.391767952029973
lv-en newstest2017 PJATK.4740 888 -1.54452643318886
lv-en newstest2017 online-B.0 958 0.95574034625323
lv-en newstest2017 PJATK.4740 1005 -1.07919715663412
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1009 0.30186749220786
lv-en newstest2017 Hunter-MT.5092 1023 0.60552687179276
lv-en newstest2017 online-A.0 1032 0.0777915212269048
lv-en newstest2017 Hunter-MT.5092 1038 0.288320551278099
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1044 0.0764316509824474
lv-en newstest2017 PJATK.4740 1089 -1.04706205668964
lv-en newstest2017 uedin-nmt.5017 1103 -0.45267301608386
lv-en newstest2017 PJATK.4740 1111 -1.23941587619896
lv-en newstest2017 online-A.0 1152 -0.582062804750936
lv-en newstest2017 online-B.0+tilde-nc-nmt-smt-hybrid.5050 1181 0.929992187325757
lv-en newstest2017 Hunter-MT.5092 1184 -0.417458302209006
lv-en newstest2017 Hunter-MT.5092 1206 -0.397843487144644
lv-en newstest2017 uedin-nmt.5017 1237 -0.955252179162954
lv-en newstest2017 C-3MA.5067 1261 -0.685613770040461
lv-en newstest2017 online-A.0 1277 0.372812570288646
lv-en newstest2017 C-3MA.5067 1292 -0.426952460345251
lv-en newstest2017 C-3MA.5067 1302 0.29578739899611
lv-en newstest2017 PJATK.4740 1314 -0.39015250140645
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1354 0.586034894517615
lv-en newstest2017 PJATK.4740 1362 -0.847873232317005
lv-en newstest2017 online-A.0 1368 0.249253039637523
lv-en newstest2017 PJATK.4740 1370 0.458970499574892
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1394 0.255968234825948
lv-en newstest2017 jhu-pbmt.4980 1492 -0.259949263591461
lv-en newstest2017 uedin-nmt.5017 1496 0.356548087418597
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1513 0.719956536287288
lv-en newstest2017 PJATK.4740 1597 0.306124318615436
lv-en newstest2017 uedin-nmt.5017 1673 0.259108579239644
lv-en newstest2017 online-B.0 1676 0.845839472960247
lv-en newstest2017 Hunter-MT.5092 1724 -1.02814958685723
lv-en newstest2017 Hunter-MT.5092 1866 -0.769588255775391
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1900 -0.245837560491701
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1913 0.777973526129055
lv-en newstest2017 PJATK.4740 1921 0.00309637167573924
lv-en newstest2017 Hunter-MT.5092 1972 0.642700214613263
lv-en newstest2017 Hunter-MT.5092 1987 -0.129224937986127
lv-en newstest2017 C-3MA.5067 12 -0.485416809374702
lv-en newstest2017 jhu-pbmt.4980 20 0.277687520544503
lv-en newstest2017 jhu-pbmt.4980 54 0.161437190953707
lv-en newstest2017 online-B.0 61 0.708769851353232
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 94 0.666416647718434
lv-en newstest2017 jhu-pbmt.4980 117 0.14226515329568
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 176 -0.0861336090289906
lv-en newstest2017 jhu-pbmt.4980 176 -0.531769988616937
lv-en newstest2017 uedin-nmt.5017 238 -0.197188600248036
lv-en newstest2017 jhu-pbmt.4980 269 -0.284243145397136
lv-en newstest2017 online-B.0 291 0.499648437043583
lv-en newstest2017 jhu-pbmt.4980 304 0.406281532309208
lv-en newstest2017 online-B.0 324 0.608047765268728
lv-en newstest2017 jhu-pbmt.4980 331 0.438091854820088
lv-en newstest2017 PJATK.4740 374 -1.68253166003065
lv-en newstest2017 uedin-nmt.5017 398 -0.293401779217406
lv-en newstest2017 Hunter-MT.5092 448 0.106049904771173
lv-en newstest2017 uedin-nmt.5017 481 0.614239890087059
lv-en newstest2017 jhu-pbmt.4980 499 0.916929049116873
lv-en newstest2017 online-B.0 500 0.0856369923061452
lv-en newstest2017 online-A.0 542 -0.0431109639939739
lv-en newstest2017 online-B.0 572 0.491192330996927
lv-en newstest2017 jhu-pbmt.4980 647 -0.519144827994432
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 654 0.927909772380623
lv-en newstest2017 online-A.0 712 -0.215131154923501
lv-en newstest2017 jhu-pbmt.4980 725 0.411982226027526
lv-en newstest2017 PJATK.4740 807 -1.51097984337321
lv-en newstest2017 PJATK.4740 816 -0.462742935211206
lv-en newstest2017 jhu-pbmt.4980 846 0.0446377211205721
lv-en newstest2017 online-B.0 857 0.585705885622791
lv-en newstest2017 jhu-pbmt.4980 870 -0.803936471885992
lv-en newstest2017 jhu-pbmt.4980 882 -1.17998029991638
lv-en newstest2017 uedin-nmt.5017 885 -0.293427444467661
lv-en newstest2017 PJATK.4740 951 0.562173165965867
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 970 -0.410671271205743
lv-en newstest2017 Hunter-MT.5092 972 -0.0776306383009834
lv-en newstest2017 online-B.0 984 0.322424234349255
lv-en newstest2017 uedin-nmt.5017 991 0.685219216490679
lv-en newstest2017 Hunter-MT.5092 1000 -1.2449453913211
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1002 0.454323496976854
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1018 -0.633884879204577
lv-en newstest2017 online-A.0 1100 -1.61707822967263
lv-en newstest2017 Hunter-MT.5092 1142 -0.632328696587787
lv-en newstest2017 online-B.0 1169 -0.150152969194789
lv-en newstest2017 uedin-nmt.5017 1177 0.109562344371841
lv-en newstest2017 Hunter-MT.5092 1243 -1.03237206334679
lv-en newstest2017 uedin-nmt.5017 1285 0.304901569640842
lv-en newstest2017 online-B.0 1320 1.0868086463908
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1321 -0.497830370893915
lv-en newstest2017 online-A.0 1357 0.113344233286663
lv-en newstest2017 Hunter-MT.5092 1404 -0.764799941917068
lv-en newstest2017 online-A.0 1410 -0.975267081636177
lv-en newstest2017 PJATK.4740 1419 -1.2432623747667
lv-en newstest2017 Hunter-MT.5092 1467 0.354201428739686
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1469 0.539661905191832
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1538 -0.0854568363071119
lv-en newstest2017 online-B.0 1576 -0.151822542163927
lv-en newstest2017 Hunter-MT.5092 1643 0.0103267973706749
lv-en newstest2017 jhu-pbmt.4980 1650 -1.2931761717722
lv-en newstest2017 Hunter-MT.5092 1661 -0.0326292581464998
lv-en newstest2017 C-3MA.5067 1687 0.428338490782892
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1791 0.352567782409776
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1815 0.625056377057337
lv-en newstest2017 Hunter-MT.5092 1905 -0.0150623979480149
lv-en newstest2017 C-3MA.5067 1919 -1.03337410139181
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1928 0.366928318578929
lv-en newstest2017 Hunter-MT.5092 1948 0.535944659133543
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1964 0.824576724015972
lv-en newstest2017 tilde-nc-nmt-smt-hybrid.5050 1994 0.814185548311438
lv-en newstest2017 tilde-c-nmt-smt-hybrid.5051 1999 -0.470904033659496
ru-en newstest2017 online-A.0 41 0.745228522481223
ru-en newstest2017 online-F.0 42 -0.620826906537639
ru-en newstest2017 online-F.0 81 -1.06161622009216
ru-en newstest2017 online-A.0 133 1.05903680259547
ru-en newstest2017 uedin-nmt.4890 136 -0.176376614480151
ru-en newstest2017 jhu-pbmt.4978+online-G.0+uedin-nmt.4890+afrl-mitll-opennmt.4896+online-A.0+NRC.4855+afrl-mitll-syscomb.4905 145 0.707076616330303
ru-en newstest2017 online-G.0 153 0.540414092781081
ru-en newstest2017 online-A.0 195 -0.154472746656168
ru-en newstest2017 online-G.0 204 -0.256828729575246
ru-en newstest2017 online-G.0 236 0.481747693375659
ru-en newstest2017 NRC.4855 236 0.140696462031278
ru-en newstest2017 online-A.0 398 0.231773345282049
ru-en newstest2017 online-B.0 489 -0.685803863130728
ru-en newstest2017 online-F.0 511 -0.429684170167563
ru-en newstest2017 afrl-mitll-syscomb.4905 631 -0.195915322456565
ru-en newstest2017 uedin-nmt.4890 637 -0.339526596995681
ru-en newstest2017 uedin-nmt.4890 739 0.702363548929014
ru-en newstest2017 online-G.0 799 -0.119524225118235
ru-en newstest2017 jhu-pbmt.4978 830 -0.341559675696402
ru-en newstest2017 NRC.4855 834 0.283397814936099
ru-en newstest2017 online-F.0 849 -0.608451340720794
ru-en newstest2017 online-F.0 860 -0.0978634799197888
ru-en newstest2017 online-A.0 866 -0.0475604238182464
ru-en newstest2017 uedin-nmt.4890 869 0.267718249138996
ru-en newstest2017 afrl-mitll-syscomb.4905 950 0.36500101182256
ru-en newstest2017 online-B.0 984 0.430433250411288
ru-en newstest2017 online-G.0 1010 -0.196020111530508
ru-en newstest2017 uedin-nmt.4890 1069 0.108116257528255
ru-en newstest2017 uedin-nmt.4890 1087 0.184395792812304
ru-en newstest2017 NRC.4855 1170 0.445734751449941
ru-en newstest2017 jhu-pbmt.4978 1217 -0.062492549369005
ru-en newstest2017 NRC.4855 1220 0.205148794854333
ru-en newstest2017 afrl-mitll-opennmt.4896 1291 0.478617705571302
ru-en newstest2017 online-F.0+online-B.0 1293 -1.14639483440231
ru-en newstest2017 online-F.0 1368 -0.780981495183939
ru-en newstest2017 online-B.0+uedin-nmt.4890+afrl-mitll-opennmt.4896+online-A.0 1438 -0.298265819408563
ru-en newstest2017 online-A.0 1490 -0.483284549156434
ru-en newstest2017 online-A.0 1506 -0.226215788983934
ru-en newstest2017 afrl-mitll-opennmt.4896 1559 -0.900082504544945
ru-en newstest2017 NRC.4855 1578 -0.513412697172519
ru-en newstest2017 online-A.0 1658 -0.828794521186464
ru-en newstest2017 uedin-nmt.4890 1703 -0.766204005077067
ru-en newstest2017 online-G.0 1734 0.197032431651667
ru-en newstest2017 NRC.4855 1736 -0.822091662753083
ru-en newstest2017 afrl-mitll-syscomb.4905 1799 -0.900155053701119
ru-en newstest2017 afrl-mitll-opennmt.4896 1910 0.551586902041223
ru-en newstest2017 afrl-mitll-opennmt.4896 1918 -0.34444236014261
ru-en newstest2017 online-A.0 1982 0.410206612530012
ru-en newstest2017 uedin-nmt.4890 2036 0.239929689336292
ru-en newstest2017 NRC.4855 2053 -0.451864232506581
ru-en newstest2017 jhu-pbmt.4978 2075 0.768124672405025
ru-en newstest2017 NRC.4855 2145 -0.435048648531102
ru-en newstest2017 afrl-mitll-opennmt.4896 2164 0.0162180258355856
ru-en newstest2017 online-A.0 2173 0.00970954566558432
ru-en newstest2017 online-G.0 2221 0.147958800343193
ru-en newstest2017 afrl-mitll-opennmt.4896 2298 -1.04561515544091
ru-en newstest2017 afrl-mitll-opennmt.4896 2316 -0.182765675292021
ru-en newstest2017 uedin-nmt.4890 2360 -1.15515483590164
ru-en newstest2017 afrl-mitll-syscomb.4905 2470 -0.410540788635527
ru-en newstest2017 online-G.0 2546 0.184557538737571
ru-en newstest2017 online-A.0 2547 0.300556002398804
ru-en newstest2017 online-B.0 2556 0.0538817897922112
ru-en newstest2017 afrl-mitll-syscomb.4905 2588 0.390721103781787
ru-en newstest2017 online-B.0 2651 0.697619223859674
ru-en newstest2017 afrl-mitll-opennmt.4896 2761 0.433767686120747
ru-en newstest2017 online-A.0 2828 0.548685750497376
ru-en newstest2017 online-B.0 2889 0.386604380954806
ru-en newstest2017 online-F.0 2915 0.709047963531447
ru-en newstest2017 afrl-mitll-opennmt.4896 2916 -0.801151941613919
ru-en newstest2017 NRC.4855 2936 0.232835566828877
ru-en newstest2017 afrl-mitll-opennmt.4896 4 0.527820159698896
ru-en newstest2017 online-F.0 6 -0.298753395037161
ru-en newstest2017 afrl-mitll-syscomb.4905 123 -0.573869995661312
ru-en newstest2017 online-B.0 127 0.122270687880468
ru-en newstest2017 online-A.0 221 -0.147056764002864
ru-en newstest2017 NRC.4855 310 -0.51501678918966
ru-en newstest2017 afrl-mitll-opennmt.4896 337 0.558948219160144
ru-en newstest2017 online-G.0 357 0.632080252512723
ru-en newstest2017 afrl-mitll-opennmt.4896 357 0.571982668285776
ru-en newstest2017 online-B.0 431 0.150847669846606
ru-en newstest2017 uedin-nmt.4890 437 0.119981575167043
ru-en newstest2017 afrl-mitll-opennmt.4896 450 0.476355560736592
ru-en newstest2017 online-G.0 456 0.647466850831161
ru-en newstest2017 uedin-nmt.4890 488 0.746666281800068
ru-en newstest2017 afrl-mitll-opennmt.4896 554 0.741244263070695
ru-en newstest2017 online-G.0 593 0.423961803376306
ru-en newstest2017 afrl-mitll-syscomb.4905 610 0.437961035943502
ru-en newstest2017 online-F.0 760 -0.277144572526478
ru-en newstest2017 online-B.0 783 0.513324626811558
ru-en newstest2017 jhu-pbmt.4978 786 -0.133973618168367
ru-en newstest2017 afrl-mitll-opennmt.4896 790 0.0671663846992748
ru-en newstest2017 online-A.0 865 -0.564264662122033
ru-en newstest2017 NRC.4855 887 -0.0721796280097529
ru-en newstest2017 online-A.0 920 -0.460122297207224
ru-en newstest2017 online-F.0 965 0.732901650670893
ru-en newstest2017 online-A.0 995 0.0753570025422437
ru-en newstest2017 online-G.0 1003 0.0174583997895151
ru-en newstest2017 online-A.0 1020 0.179630749956808
ru-en newstest2017 online-G.0 1046 0.628903725054288
ru-en newstest2017 online-A.0 1118 -0.666802116687061
ru-en newstest2017 jhu-pbmt.4978 1166 0.355362058268689
ru-en newstest2017 online-F.0 1222 -0.0323619979385059
ru-en newstest2017 online-A.0 1230 -1.00946800068929
ru-en newstest2017 online-F.0 1252 0.144340261142191
ru-en newstest2017 afrl-mitll-syscomb.4905 1258 0.0816886362486424
ru-en newstest2017 jhu-pbmt.4978+afrl-mitll-opennmt.4896 1293 -0.90510236144829
ru-en newstest2017 uedin-nmt.4890 1315 0.300391643081125
ru-en newstest2017 uedin-nmt.4890 1376 -1.28331195033051
ru-en newstest2017 online-G.0 1390 -0.0211073012692008
ru-en newstest2017 afrl-mitll-syscomb.4905 1507 -0.898276727784494
ru-en newstest2017 NRC.4855 1526 0.0252036675490881
ru-en newstest2017 afrl-mitll-syscomb.4905 1552 -0.796300907161142
ru-en newstest2017 jhu-pbmt.4978 1582 -0.34182165315184
ru-en newstest2017 online-G.0 1596 0.648459358252452
ru-en newstest2017 uedin-nmt.4890 1715 0.734210372802112
ru-en newstest2017 afrl-mitll-opennmt.4896 1743 -0.796683149353464
ru-en newstest2017 uedin-nmt.4890 1750 0.328315355001148
ru-en newstest2017 uedin-nmt.4890 1792 0.424864948029282
ru-en newstest2017 online-B.0 1809 -0.211562644730146
ru-en newstest2017 online-F.0 1984 0.0785275967882421
ru-en newstest2017 afrl-mitll-opennmt.4896 1996 0.671241464245437
ru-en newstest2017 afrl-mitll-syscomb.4905 2054 -0.705905522814667
ru-en newstest2017 online-B.0 2071 0.326820827757046
ru-en newstest2017 online-F.0 2092 -0.749300816164965
ru-en newstest2017 online-B.0 2172 0.335140396214781
ru-en newstest2017 jhu-pbmt.4978 2281 0.00602518839317049
ru-en newstest2017 online-F.0 2311 -1.22182176947352
ru-en newstest2017 online-B.0 2416 0.674130861959592
ru-en newstest2017 online-A.0 2439 0.201100420499538
ru-en newstest2017 afrl-mitll-syscomb.4905 2467 -0.961253723389532
ru-en newstest2017 afrl-mitll-syscomb.4905 2524 -0.291014791775926
ru-en newstest2017 online-G.0 2527 0.330012907350323
ru-en newstest2017 online-F.0 2536 -0.4160369674942
ru-en newstest2017 jhu-pbmt.4978 2592 -0.0097545289886212
ru-en newstest2017 afrl-mitll-syscomb.4905 2630 0.759126104923836
ru-en newstest2017 online-G.0 2638 0.24118184295828
ru-en newstest2017 afrl-mitll-opennmt.4896 2648 0.298308230135203
ru-en newstest2017 afrl-mitll-opennmt.4896 2834 0.0643854729580114
ru-en newstest2017 jhu-pbmt.4978 2924 0.0333582088887542
ru-en newstest2017 online-G.0 2990 0.196560270297462
ru-en newstest2017 online-F.0 9 0.375178691650369
ru-en newstest2017 jhu-pbmt.4978 42 -0.56858441886669
ru-en newstest2017 online-F.0 106 0.628892047602919
ru-en newstest2017 jhu-pbmt.4978 164 0.176265092382224
ru-en newstest2017 online-F.0 168 0.286231046623292
ru-en newstest2017 online-G.0 358 0.543939322372704
ru-en newstest2017 uedin-nmt.4890 419 0.920331066933014
ru-en newstest2017 jhu-pbmt.4978 440 0.672784582942223
ru-en newstest2017 online-B.0+online-A.0 531 0.991166218499518
ru-en newstest2017 online-B.0 605 0.264210228519799
ru-en newstest2017 online-G.0 703 0.43561439582429
ru-en newstest2017 online-F.0 714 -0.615698915938582
ru-en newstest2017 afrl-mitll-syscomb.4905 738 -0.498018433060398
ru-en newstest2017 uedin-nmt.4890 749 0.589373942462801
ru-en newstest2017 online-F.0 751 0.170260419562948
ru-en newstest2017 NRC.4855 780 -0.157600745658852
ru-en newstest2017 online-G.0 846 0.60343434930758
ru-en newstest2017 online-F.0 861 -0.206191404862644
ru-en newstest2017 jhu-pbmt.4978 862 -0.697726732265429
ru-en newstest2017 online-G.0 902 -0.738741432350755
ru-en newstest2017 online-F.0 914 -0.651561353029005
ru-en newstest2017 online-B.0 1039 0.612545150105382
ru-en newstest2017 jhu-pbmt.4978 1045 0.0912120497410172
ru-en newstest2017 online-G.0 1092 0.574762540194328
ru-en newstest2017 online-A.0 1135 -0.0710449789738558
ru-en newstest2017 online-A.0 1166 0.354497920609599
ru-en newstest2017 online-A.0 1223 0.150184443306765
ru-en newstest2017 online-G.0 1262 -0.110624699433252
ru-en newstest2017 jhu-pbmt.4978 1284 -0.132915063508482
ru-en newstest2017 online-A.0 1312 0.547375405198808
ru-en newstest2017 afrl-mitll-opennmt.4896 1401 0.761467258230124
ru-en newstest2017 afrl-mitll-opennmt.4896 1404 0.764963275594692
ru-en newstest2017 online-F.0 1454 -1.25943400461675
ru-en newstest2017 NRC.4855 1528 0.598500801458274
